kp_pu,full_order_rad,second_order_rad
0.24,0.006135923151542565,3.1400586728019073
0.28,0.3742913122440964,3.1400586728019073
0.32,2.165980872494525,3.1400586728019073
0.36,2.1782527187976104,3.1400586728019073
0.4,2.196660488252238,3.1400586728019073
0.46,2.221204180858408,3.1400586728019073
0.52,2.2641556429192065,3.1400586728019073
